"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Antigua and Barbuda","ATG","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.389450872362905","0.349534104228365","0.333204481735419","0.317756930556015","0.287700334586395","0.302708813512306","0.29743924891495","0.291089745975327","0.284662549756725","0.27990935192886","0.269254262960137","0.278965416414483","0.288996799051021","0.291308862011895","0.280395499717903","0.259833160103194","0.23141476611243","0.218083078199614","0.218967211808721","0.261913314758629","0.289006619038521","0.282690880743082","0.295959719596749","0.304842404822468","0.299637686734417","0.308769479061747","0.296029953058222","","","","",
"Australia","AUS","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.891552774967635","0.850618945059454","0.842691669484882","0.821241187934546","0.776828616522312","0.747007527863428","0.751537029116452","0.720363551966245","0.700613137518224","0.680416789567695","0.653557937934324","0.611677218306476","0.604857787992941","0.568474548326793","0.54398074131087","0.527081348997135","0.51476023109224","0.488836773552563","0.484816105690472","0.451595479994523","0.45140258558714","0.417937041804659","0.39865011708385","0.350704459045498","0.32830709553447","0.33148356877197","0.328178333766252","","","","",
"Austria","AUT","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.387260793860525","0.386738983230945","0.34068330334896","0.333662903102405","0.318757696363665","0.318706992929965","0.324569620671748","0.3100601873222","0.299871639901499","0.281074674221795","0.264469448702118","0.275660806187283","0.265931684614882","0.27554681689841","0.261618653988376","0.256230749636003","0.23089747945449","0.21245163148091","0.200141630826542","0.183756886698637","0.192175733949868","0.174418480350362","0.159138817828746","0.153873583025184","0.141234013253517","0.142115005569423","0.133513943250395","","","","",
"Azerbaijan","AZE","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.80346727104283","1.97366431567036","2.08483549203966","1.83849791836985","1.67129501201044","1.48093512290011","1.41468142145439","1.17144073739159","1.06496166324198","0.924544091717285","0.856028263502237","0.788352891449272","0.736495032257028","0.597272457348872","0.491770116987572","0.297334096455035","0.306901119513667","0.250241780358755","0.226991902713837","0.244829260931301","0.238625242735788","0.219297479290087","0.224766093490319","0.260831534303875","0.268272290136875","","","","",
"Burundi","BDI","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.062480444683351","0.0656390815426817","0.0576700997033356","0.0631397897679617","0.066355296830411","0.0716855142405965","0.0776951691213285","0.0799640281178525","0.075488337696936","0.0762786839678522","0.0807089230418443","0.0585621727930078","0.0571672669733149","0.0431050541715107","0.0491395336096583","0.0367344710956856","0.0410723428909486","0.0386632510047679","0.0368763643453313","0.035253247237497","0.0535477411797135","0.0696260656603713","0.0608669374845819","0.0580976326426742","0.0503351370205114","0.047171420732559","0.0592275906683117","","","","",
"Belgium","BEL","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.570375677543178","0.566871373156044","0.550846212854019","0.522379309040886","0.517021556163108","0.494575770910589","0.511973047228741","0.477521709348996","0.476104019736841","0.439176781254257","0.404017868090772","0.386582137010709","0.34295608310891","0.352182631593946","0.332811550375908","0.312212206653645","0.288600831972557","0.265433571437927","0.257430555872567","0.243424056038119","0.253836618395016","0.221204948987371","0.202530988178141","0.200067926306399","0.185782167515924","0.190677622838263","0.175963696612417","","","","",
"Benin","BEN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.112861782283862","0.121567777060225","0.126267499292989","0.146987431434647","0.157498923186026","0.152638395110745","0.136933201642993","0.122513843005658","0.116183325876876","0.139926701357845","0.132328490279731","0.139567435366191","0.150395867146983","0.161619238384607","0.160565654573882","0.146154086825321","0.220706775222678","0.235439793198812","0.21603654179204","0.221386597347176","0.234033655160234","0.221362999859628","0.197616883071051","0.188778962072881","0.184439142016403","0.198657723053591","0.198231465058218","","","","",
"Burkina Faso","BFA","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.112166779554207","0.106982830108162","0.104966534461337","0.0985304769133426","0.098002500949724","0.0882198022287055","0.0880778037828316","0.0928334973244158","0.0913814737768644","0.0906595301825208","0.0973131237458703","0.0855435372347328","0.0812920973932415","0.0794373964694222","0.0758018714576072","0.069000623794589","0.0761726343993011","0.0835417767811137","0.0868924710054171","0.088731499002755","0.0897952038808332","0.0862312818570867","0.100572540711002","0.101962796983667","0.0994348157200734","0.107293725148787","0.096706609743662","","","","",
"Bangladesh","BGD","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.161392953736458","0.15776980556201","0.152630745563207","0.148708083316605","0.153012221689341","0.17096337707661","0.164805836749153","0.167508049579592","0.158476695164944","0.162789626535332","0.162529422701544","0.178718429997055","0.174602368735237","0.171106947033644","0.169757320634618","0.16198805672516","0.162570557276478","0.151177862903233","0.155854790471723","0.161630955748699","0.167311247951","0.161632166315391","0.152549600077153","0.144635489566701","0.141727028323423","0.145928858039752","0.13855114372108","","","","",
"Bulgaria","BGR","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1334216380582","0.925272290003571","0.918912048706357","1.14067047249796","0.875441889482136","0.892813013953573","0.989265515594681","1.08025903409772","0.960622021347641","0.922329147128408","0.82934385637977","0.833111034793873","0.731439019220557","0.723659054999039","0.659718109002496","0.607909438693366","0.565660679166222","0.541130252842141","0.472393341724411","0.403752873252059","0.400924875780218","0.428685666765611","0.377937875644433","0.328573948580837","0.333655918307191","0.339686680873652","0.2941360573826","","","","",
"Bahrain","BHR","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.932401808332315","0.774955296045415","0.65185472684165","0.75771697969614","0.751184866048675","0.709339758759694","0.705346376074792","0.745686894637108","0.747782227547168","0.691963628368519","0.671281202546411","0.480181822604713","0.51543976938066","0.503424451345771","0.489639704660612","0.492433801121273","0.440241218790212","0.545204565097694","0.558165626149517","0.512072610520493","0.503178144355316","0.476392693061924","0.41827224315927","0.463812923948143","0.459422505426149","0.52609191983062","0.496525815327847","","","","",
"Bahamas, The","BHS","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.366474436506694","0.370694355608899","0.378349979838037","0.350218587343086","0.330350876320401","0.308692679263991","0.289020600340857","0.234865174109456","0.277104986589129","0.249072082449545","0.233481125495483","0.213419216055936","0.210980902986748","0.213775382182936","0.207119408994708","0.180184253510006","0.165811655970185","0.160812169993235","0.212252175961669","0.14950885991156","0.216327728811792","0.158846773186053","0.162791622048755","0.245353272315899","0.191288497980175","0.161253152788042","0.138351060970464","","","","",
"Bosnia and Herzegovina","BIH","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.861032228548419","0.740927847854107","0.478136467881404","0.68956429608967","0.744488380915905","0.655934902891406","0.80799388090162","0.748897839057497","0.740610772316944","0.716712077105629","0.668813737108221","0.664168773437457","0.629947283942246","0.572965710627041","0.594567016815743","0.613212928702733","0.613793323406864","0.653973447520578","0.599223317627236","0.561692608192992","0.487902186623247","0.450719817419531","0.496684412746343","","","","",
"Belarus","BLR","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.73635200121502","1.61205958823731","1.51477920207758","1.54686387616158","1.46287383017253","1.27785079821316","1.13721400266539","1.04707912889216","0.927929343066866","0.850491234497028","0.79166199195226","0.741686193682724","0.704066105568308","0.634951118938124","0.587774785167288","0.513930293812292","0.476975685046703","0.458311801470195","0.432770729726107","0.408783139267551","0.368162887131353","0.351538272423542","0.349675718077168","0.340409530224908","0.346033697506815","","","","",
"Belize","BLZ","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.498333266622487","0.564735727166431","0.430585564917182","0.420263202551633","0.406947657983959","0.399873082447222","0.315772287000346","0.378181139518144","0.343537045335789","0.292807862813383","0.288089650340505","0.304191528665841","0.276555792355149","0.248333883715354","0.209262293418639","0.213938147797997","0.208443138054559","0.21698135721126","0.18826600019879","0.250665412675878","0.221011857308337","0.236971142558546","0.193924078463694","0.205476887379778","0.195374866077999","0.221584571769529","0.214897353013605","","","","",
"Bermuda","BMU","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.275267926252038","0.296166494405875","0.248349090031269","0.274768135244536","0.263781610037377","0.247477259714517","0.23523409707903","0.219541705893106","0.207488016452605","0.195056101403889","0.175776443761959","0.163830752943002","0.172793194448319","0.165126846024775","0.163312701573023","0.155771343388227","0.141325617666794","0.1488851878514","0.132368758351853","0.102237010391305","0.132357855190505","0.0981781822906056","0.0838962899019844","0.113657790870341","0.144882635143649","0.118875776221857","0.124230043218274","","","","",
"Bolivia","BOL","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.353163084883363","0.338575358349313","0.360860692753592","0.397680912717321","0.410336997890602","0.437912117820277","0.411145886040841","0.428780490245446","0.405463237401331","0.378206675058708","0.382428172826975","0.286687359261126","0.33207068138641","0.338682817703747","0.317219454627026","0.322992887902376","0.36964511712038","0.281965972740073","0.27970272323084","0.281441181998057","0.292528269121258","0.292292948430155","0.306234949503559","0.274180243175198","0.269076869254511","0.258863896606506","0.261142945765066","","","","",
"Brazil","BRA","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.20920042345921","0.209309715324845","0.206895098434618","0.201876188653907","0.196928866110678","0.197078655400637","0.208730630931866","0.209440742097761","0.214475869404658","0.215751344115045","0.207094751382294","0.205630468162786","0.193422839162275","0.181738979084766","0.175766958068376","0.169804720467074","0.158699887294626","0.152218736079429","0.151628434559592","0.142708802704205","0.149986268137014","0.147919104929412","0.156752819672241","0.160719275867822","0.167400126972059","0.167306643869962","0.157292913023438","","","","",
"Barbados","BRB","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.42836002879272","0.48431979451592","0.407200020760754","0.445089239550668","0.287643740213573","0.300783637479323","0.290535232097031","0.294499436547954","0.346609713251627","0.359834043259182","0.333790720656257","0.345193969069166","0.341326524235612","0.341967098976262","0.33508771566557","0.326036007089242","0.304567358484247","0.290209202273697","0.336789956020579","0.350528616472059","0.324780325118133","0.331418026199126","0.338548259986845","0.332247250327855","0.290145624508915","0.283376501362954","0.279909058005469","","","","",
"Brunei Darussalam","BRN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.42814514879304","0.344218250310625","0.315492643190496","0.292778076084651","0.262532557862557","0.251117120782166","0.243740235851716","0.252708483243142","0.261679140866922","0.185689322006743","0.212877314143172","0.193909256147905","0.178540332419131","0.178612967420471","0.188400599972639","0.182271095421297","0.164622791781135","0.277042176165946","0.300316601955677","0.261554229125583","0.262923015976377","0.293411427289526","0.27453129688395","0.230288303221825","0.271526659076912","0.272598103462453","0.324292624375073","","","","",
"Bhutan","BTN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.160411454371228","0.227022347487767","0.245487270899028","0.199266915829227","0.215639502343369","0.231266364558999","0.259427857653836","0.315812004764105","0.286591913077102","0.264140543410077","0.24851697505761","0.218209634191915","0.210126558470503","0.172865929300119","0.129500747596779","0.150503649389199","0.135262259256668","0.111289996931414","0.111955299068619","0.0959385801825414","0.106291741955591","0.144992483950598","0.150616690531288","0.162200682307743","0.166530934944831","0.154307763729325","0.163741169540745","","","","",
"Botswana","BWA","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.369637014586302","0.324602106671997","0.325100883901453","0.358470113183083","0.321209964521399","0.295369107167838","0.248024036456099","0.228671437107049","0.268738622659505","0.228317959068893","0.261903966815837","0.260353180017623","0.24968757514977","0.225443241541077","0.217639347537663","0.212121201603524","0.191870316975808","0.176545567718215","0.173590563506525","0.160899899294568","0.172207566041119","0.140424979219458","0.18335959436805","0.186884826821508","0.201411186045504","0.164714664750453","0.170065003875501","","","","",
"Central African Republic","CAF","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.111027270614965","0.111991831083681","0.12328213076265","0.124095106792147","0.121521553744461","0.111031467639533","0.113578238213162","0.111003519971495","0.106405191793005","0.107201590337108","0.109028061628362","0.0937340870408957","0.0890538526152492","0.088280323492728","0.081103855820554","0.0779459211752525","0.0767243447710115","0.0724766284395848","0.0696627960881549","0.0636683709586773","0.0627648015265788","0.0622835616642556","0.0600035135240617","0.0870783858589521","0.0900884735338756","0.0829594941425496","0.0769121816755049","","","","",
"Canada","CAN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.779897112814558","0.755577329978958","0.756334244087623","0.727109979497387","0.698418653548769","0.681910387658006","0.675640601899944","0.658065319970426","0.640628863800496","0.611007119807856","0.59505230412351","0.56524832414724","0.536747938761937","0.542493830415819","0.5126262614592","0.480844502694298","0.462201176522978","0.440724351261427","0.419541683751911","0.407925192734341","0.387451805762582","0.366225535686892","0.352647944111852","0.334071279980697","0.333425613037476","0.344491918587484","0.324653730425096","","","","",
"Central Europe and the Baltics","CEB","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.27029902286609","1.2386112989467","1.1811665231512","1.12714327347699","0.995029832915199","0.945831457752969","0.915622571349112","0.861099880736484","0.777438980277956","0.712905395847712","0.659357057073485","0.632542072150534","0.581898834289696","0.568614381360742","0.51495685490987","0.488588231844128","0.456339119184263","0.410375201864194","0.36380215821584","0.330542376413244","0.328657205321732","0.310300352319839","0.284344662420761","0.266001720284642","0.24543026701629","0.238679466439766","0.229313885397202","","","","",
"Switzerland","CHE","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.230004719877827","0.225039709023686","0.220575437077157","0.20544488022108","0.201415803290365","0.186369309435502","0.184761236070898","0.183916322651415","0.178187085166164","0.168452721016882","0.152186037118398","0.161655530414184","0.148338331033574","0.145218514199057","0.139723374961291","0.137351207450288","0.124422017158132","0.10145402838412","0.100731697142641","0.104106984612326","0.0941898035515083","0.0836429572711445","0.0818270793405939","0.0831532978689495","0.0703891424237221","0.0673616593474979","0.0626518661307064","","","","",
"Channel Islands","CHI","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.556319719408112","0.468663818358816","0.420968159398709","0.405785857156681","0.409473520636101","0.394843841567907","0.414996791066602","0.441572785434234","0.427810689679341","0.451834561393861","0.401264458636694","0.344715597357285","0.340367513210621","0.323589184354041","0.315974632133495","0.299689564966792","0.251560896739476","0.255804456822725","0.26059815672548","0.244821351975518","0.233152836804361","0.22603955016718","0.21637012043032","0.211077692065291","0.195471342515526","0.204186513173115","0.207537136906668","","","","",
"China","CHN","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.19032939561053","2.03573281225811","1.82528560158213","1.67765613785137","1.5437718437985","1.47955698766253","1.37864681600413","1.24297820763804","1.09203554188349","0.997993808569306","0.923405683477666","0.854240743586896","0.850696334394721","0.895045480075461","0.912360016721194","0.894979535600557","0.8532941888952","0.746207487052368","0.752805129886531","0.683350155011412","0.70895682719109","0.703068575716442","0.663066456006752","0.633794685810887","0.601119107411817","0.570048254763087","0.528697473533857","","","","",
"Cote d'Ivoire","CIV","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.205557860377905","0.18007869261394","0.158621145593052","0.202462180743564","0.172358308513738","0.222572989144664","0.240319418444326","0.219838949314319","0.189209547030226","0.166410071241859","0.180116732469043","0.200275518582902","0.18908148192712","0.141026080127124","0.190413033206913","0.18535807895154","0.158457920108672","0.146867782389569","0.140493003942053","0.112751984651139","0.134525694198778","0.143332360423589","0.164218049192369","0.170987238832469","0.156557722057814","0.101423101263524","0.085903411760194","","","","",
"Cameroon","CMR","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0312058232557185","0.00472389874152728","0.129203559214677","0.144672895228438","0.136277966002644","0.14555865582508","0.152392390988611","0.126367621796036","0.119304737574823","0.108256088733231","0.113941786071239","0.106487381998745","0.100460172686263","0.104744592571762","0.0995821258038678","0.0884322629398119","0.0866698785827714","0.121566237880732","0.109505199822989","0.128984871592201","0.124288209140572","0.10863375328391","0.0982050369326587","0.0757302514209574","0.0940988144696382","0.104364685446685","0.10176703673926","","","","",
"Congo, Dem. Rep.","COD","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.140537342186019","0.109143640692688","0.106767871558389","0.114121625297469","0.0745403341576135","0.0898528272768745","0.0979105560334015","0.0824477203582906","0.073220648359656","0.0603185111102081","0.0431817848722292","0.0374181652085625","0.039774914970345","0.0451887391561345","0.0458852013519696","0.0527632748213333","0.052192772102431","0.0521916784462626","0.0510125252098669","0.0463087731761077","0.0493677482985815","0.0558402433449322","0.0520523993801843","0.0667684556863455","0.074527901691711","0.041112927945463","0.0266114287803717","","","","",
"Congo, Rep.","COG","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15842935572204","0.159362277893076","0.188816398299298","0.182797626092549","0.263600505499074","0.180922334748705","0.186717639608731","0.252195476480925","0.0797582336248127","0.0852754146777478","0.0989976591125599","0.068198368099382","0.0482231082471763","0.0747801949401651","0.0729065514248463","0.0621719019719367","0.0635979452671908","0.07197422957396","0.0716294213545577","0.0845461819175083","0.0862869950901838","0.0943793215399397","0.103687469604273","0.115412630768943","0.113194255573593","0.142630068151158","0.169662344368718","","","","",
"Colombia","COL","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.345576841448185","0.326476457394673","0.333262977855362","0.318735378267763","0.311274460822085","0.25567672419988","0.249789721593554","0.25459957182368","0.254455019253432","0.22427949501055","0.218466054997123","0.204259619376366","0.194032289864047","0.189108769803538","0.167670898482744","0.17166215272188","0.161243147109711","0.145920937507047","0.151146608431262","0.159639160013695","0.158742595749661","0.145178200318119","0.144801226529533","0.156703816220603","0.138684612852035","0.149286100217275","0.145535571238423","","","","",
"Comoros","COM","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0954106338506723","0.103291669356911","0.0930519503857216","0.0931481309886191","0.0962812017495947","0.0958082913018184","0.10008258926309","0.0990780795895147","0.105528773612535","0.106315340178658","0.105071505036134","0.100472378865661","0.0966605851296628","0.119497932766305","0.1236878453012","0.113650852513035","0.124436562025163","0.076503310328095","0.0747343876834337","0.0892167754530635","0.103840856536186","0.0821653440119709","0.0786653940079868","0.0900349701956387","0.0746505923231853","0.0800765720732261","0.0885176520208732","","","","",
"Cabo Verde","CPV","CO2 emissions (kg per PPP $ of GDP)","EN.ATM.CO2E.PP.GD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.265257982024473","0.262760003362555","0.248730164531426","0.231216761693808","0.196277510979136","0.179184389452129","0.186764371845452","0.169464305522618","0.160105659567243","0.165002101656496","0.16664071963349","0.173021769501327","0.189644612936027","0.200169768842977","0.189519605704642","0.229214962161463","0.221485509925443","0.200345834674103","0.170915610306195","0.191938566562671","0.198753376090068","0.206965651889608","0.172127510797139","0.168229802528289","0.164941742906535","0.157381714912074","0.161601874364268","","","","",
